index,speed,acceleration,direction,latitude,longitude,proximity
896,57.5651,-4,182.656,12.956,77.7336,2.56228
897,58.2304,0.665269,224.629,12.9556,77.7333,0.1
898,53.617,-4.61337,192.081,12.9551,77.7332,3.65399
899,56.1048,2.4878,191.548,12.9547,77.7331,1.77695
900,61.0271,4.92229,218.933,12.9542,77.7327,3.4144
901,58.0271,-3,224.043,12.9539,77.7324,2.26466
902,53.0676,-4.95951,214.718,12.9534,77.7321,3.09243
903,54.3502,1.28263,225.419,12.9531,77.7317,0.504641
904,54.1875,-0.162745,249.592,12.9529,77.7313,0.1
905,51.6106,-2.57687,209.444,12.9525,77.731,1.62879
906,47.2902,-4.32044,214.048,12.9522,77.7308,0.624496
907,44.404,-2.88614,205.88,12.9518,77.7306,0.761188
908,45.9401,1.53606,163.322,12.9514,77.7307,0.536626
909,50.5825,4.6424,160.168,12.951,77.7309,0.87592
910,48.338,-2.24452,191.159,12.9506,77.7308,1.86593
911,47.8964,-0.441515,205.611,12.9502,77.7306,0.1
912,49.229,1.33257,190.386,12.9497,77.7305,0.482298
913,53.3038,4.07479,170.529,12.9493,77.7306,1.52921
914,56.8401,3.53633,127.76,12.949,77.731,1.10389
915,58.5984,1.75831,85.7186,12.949,77.7315,1.0742
916,63.0845,4.48604,101.359,12.9489,77.732,2.89688
917,60.0845,-3,137.199,12.9485,77.7324,0.27095
918,56.0845,-4,111.985,12.9483,77.7329,1.66408
919,57.0069,0.922405,125.5,12.948,77.7333,0.1
920,55.9623,-1.04463,140.602,12.9476,77.7336,0.775493
921,56.4861,0.523845,155.96,12.9472,77.7338,0.1
922,58.8899,2.40382,187.999,12.9466,77.7338,0.705833
923,59.3754,0.48548,195.193,12.9461,77.7336,0.1
924,55.1001,-4.27535,234.569,12.9458,77.7332,0.189239
925,52.68,-2.42001,228.337,12.9455,77.7329,0.229365
926,54.3698,1.68979,184.537,12.945,77.7328,0.57341
927,54.113,-0.256784,216.776,12.9446,77.7325,0.1
928,57.7777,3.66469,252.895,12.9445,77.732,2.77949
929,53.847,-3.93078,228.702,12.9442,77.7317,2.00703
930,51.0313,-2.81569,187.215,12.9437,77.7316,1.28761
931,49.0141,-2.01718,149.632,12.9433,77.7318,1.05718
932,53.5793,4.5652,155.761,12.9429,77.732,1.98215
933,51.8332,-1.74611,185.283,12.9424,77.732,0.771862
934,47.7273,-4.10585,162.339,12.942,77.7321,3.917
935,47.5914,-0.135905,181.424,12.9416,77.7321,0.1
936,49.6272,2.03579,208.067,12.9412,77.7319,1.32636
937,47.2172,-2.41001,171.485,12.9407,77.732,1.98158
938,50.4355,3.21828,128.609,12.9405,77.7323,2.26334
939,47.3294,-3.10603,171.26,12.94,77.7324,1.47065
940,47.7453,0.415853,176.642,12.9396,77.7324,0.1
941,48.5272,0.781923,189.492,12.9392,77.7323,0.1
942,47.3145,-1.21269,232.657,12.9389,77.732,0.800783
943,51.485,4.17045,235.771,12.9387,77.7316,2.544
944,49.2921,-2.19291,277.282,12.9387,77.7312,0.962369
945,51.7668,2.4747,234.039,12.9385,77.7308,0.14613
946,48.3375,-3.42929,235.027,12.9382,77.7304,2.43188
947,53.1859,4.84841,213.927,12.9378,77.7302,3.71971
948,51.3037,-1.88218,169.643,12.9374,77.7303,0.725406
949,52.0467,0.743015,190.452,12.9369,77.7302,0.1
950,47.8776,-4.16913,146.559,12.9365,77.7304,0.13586
951,49.4042,1.52666,178.535,12.9361,77.7304,0.580296
952,51.1226,1.71838,174.953,12.9357,77.7305,0.94799
953,53.8242,2.70161,212.625,12.9353,77.7302,0.266012
954,53.2968,-0.527408,241.565,12.935,77.7298,0.1
955,51.8986,-1.39821,237.116,12.9348,77.7294,0.32409
956,49.8199,-2.07867,226.539,12.9345,77.7291,1.63667
957,45.9167,-3.90321,230.556,12.9342,77.7287,1.96697
958,44.1599,-1.7568,214.549,12.9339,77.7285,0.51975
959,45.4127,1.25275,186.49,12.9335,77.7285,0.583111
960,47.3637,1.95097,229.386,12.9332,77.7282,0.753581
961,49.9621,2.59848,231.05,12.9329,77.7278,0.893093
962,45.6444,-4.3177,245.18,12.9327,77.7274,0.241436
963,50.2976,4.6532,249.375,12.9326,77.727,2.6784
964,47.9528,-2.34488,217.36,12.9322,77.7267,0.517821
965,43.8645,-4.08822,247.736,12.9321,77.7264,0.384188
966,47.4994,3.63482,286.151,12.9322,77.726,0.373536
967,50.8541,3.35473,306.58,12.9324,77.7256,1.13633
968,50.5207,-0.333349,312.787,12.9328,77.7253,0.1
969,47.8009,-2.71986,324.692,12.9331,77.725,1.85653
970,52.6314,4.83049,8.30214,12.9336,77.7251,3.28496
971,52.0007,-0.630667,338.539,12.934,77.7249,0.1
972,52.7871,0.786379,293.738,12.9342,77.7245,0.1
973,52.5094,-0.27764,327.718,12.9346,77.7242,0.1
974,50.7709,-1.73858,329.601,12.935,77.724,0.769307
975,46.4404,-4.33048,303.698,12.9352,77.7236,0.338713
976,46.7918,0.351396,299.372,12.9354,77.7233,0.1
977,41.9033,-4.88851,315.802,12.9357,77.723,0.528731
978,40.5014,-1.4019,331.533,12.936,77.7228,0.78377
979,45.33,4.8286,309.751,12.9363,77.7225,2.76382
980,43.314,-2.01601,283.354,12.9364,77.7221,1.67202
981,38.9961,-4.31786,322.225,12.9367,77.7219,0.76208
982,42.2853,3.28914,330.629,12.937,77.7217,2.22102
983,37.698,-4.58725,316.42,12.9373,77.7215,3.63595
984,38.4936,0.795589,333.666,12.9376,77.7213,0.1
985,40.5341,2.04048,292.168,12.9377,77.721,1.86405
986,39.7198,-0.814257,327.826,12.938,77.7208,0.1
987,43.768,4.04819,298.21,12.9382,77.7205,3.01704
988,39.6114,-4.15656,324.152,12.9385,77.7203,3.42223
989,43.5307,3.9193,285.109,12.9386,77.7199,1.62117
990,44.1837,0.652916,254.195,12.9385,77.7195,0.1
991,46.3906,2.20689,288.07,12.9386,77.7191,0.771048
992,41.744,-4.64652,320.991,12.9389,77.7189,1.25565
993,41.1312,-0.612849,276.589,12.9389,77.7185,0.1
994,37.112,-4.01915,235.355,12.9387,77.7182,1.72129
995,33.2143,-3.89772,242.061,12.9386,77.7179,0.514807
996,37.168,3.95373,266.897,12.9386,77.7176,2.48579
997,38.758,1.58991,301.363,12.9388,77.7173,0.498679
998,38.5554,-0.202573,272.469,12.9388,77.717,0.1
999,34.1035,-4.45188,248.958,12.9387,77.7167,0.377854
1000,38.5468,4.44325,241.849,12.9385,77.7164,0.980821
1001,35.8716,-2.67519,209.991,12.9382,77.7162,0.547868
1002,39.4928,3.62124,166.514,12.9379,77.7163,1.76278
1003,41.6238,2.13099,177.258,12.9375,77.7163,0.688365
1004,44.3259,2.70208,168.63,12.9371,77.7164,0.900735
1005,47.6029,3.27706,146.612,12.9368,77.7166,2.82689
1006,48.6244,1.02149,170.455,12.9364,77.7167,0.5015
1007,46.1769,-2.44747,149.724,12.936,77.7169,0.314313
1008,41.369,-4.80792,107.692,12.9359,77.7173,1.66434
1009,45.2163,3.84723,70.6371,12.936,77.7177,2.64099
1010,42.7098,-2.50647,81.4754,12.9361,77.7181,0.685408
1011,37.9844,-4.72542,107.324,12.936,77.7184,1.57128
1012,41.1259,3.14151,85.183,12.936,77.7188,1.78863
1013,40.7061,-0.419826,126.317,12.9358,77.7191,0.1
1014,44.3065,3.60046,141.81,12.9355,77.7193,2.29869
1015,48.8467,4.5402,177.705,12.9351,77.7193,1.15005
1016,51.1916,2.34493,213.93,12.9347,77.7191,1.91158
1017,52.6284,1.43672,182.455,12.9342,77.719,0.947803
1018,53.8612,1.23283,200.228,12.9338,77.7189,0.358951
1019,50.4643,-3.39692,174.471,12.9333,77.7189,1.8721
1020,48.778,-1.68627,184.487,12.9329,77.7189,1.01937
1021,43.7941,-4.98387,186.028,12.9324,77.7188,3.56986
1022,46.2662,2.47211,201.324,12.9321,77.7187,0.140508
1023,42.3886,-3.87764,176.874,12.9317,77.7187,1.97915
1024,39.9314,-2.45719,134.026,12.9314,77.719,1.07806
1025,42.0791,2.14768,164.728,12.9311,77.7191,0.979122
1026,46.2691,4.19004,143.664,12.9307,77.7193,3.27756
1027,43.8215,-2.44756,147.898,12.9304,77.7195,0.18326
1028,42.6913,-1.13028,146.046,12.9301,77.7197,0.686767
1029,38.3479,-4.34341,148.944,12.9298,77.7199,2.19633
1030,34.6185,-3.7294,140.989,12.9295,77.7201,2.94912
1031,36.9817,2.36328,117.326,12.9294,77.7204,1.3748
1032,35.7469,-1.23488,148.308,12.9291,77.7206,0.49387
1033,31.7994,-3.94749,155.128,12.9288,77.7207,1.47344
1034,35.6781,3.87868,191.576,12.9285,77.7207,0.900334
1035,31.4915,-4.18655,222.477,12.9283,77.7205,3.25549
1036,32.2616,0.770107,241.529,12.9282,77.7202,0.1
1037,32.5437,0.282059,202.92,12.9279,77.7201,0.1
1038,32.3468,-0.19684,179.333,12.9276,77.7201,0.1
1039,31.4977,-0.849162,185.716,12.9273,77.7201,0.1
1040,35.4509,3.95323,166.206,12.927,77.7201,2.00211
1041,38.1871,2.73617,126.256,12.9268,77.7204,2.01551
1042,42.2895,4.10243,81.5091,12.9269,77.7208,1.30808
1043,45.9179,3.62838,42.5992,12.9272,77.721,1.84561
1044,46.7502,0.832365,11.8176,12.9276,77.7211,0.1
1045,47.3481,0.597878,332.336,12.9279,77.7209,0.1
1046,45.3762,-1.97192,6.48657,12.9284,77.721,0.604155
1047,49.6487,4.27254,30.4468,12.9287,77.7212,4.09285
1048,49.7135,0.0647674,355.981,12.9292,77.7211,0.1
1049,54.5322,4.81871,341.553,12.9296,77.721,0.551594
1050,52.6199,-1.91234,322.66,12.93,77.7207,0.494163
1051,55.3315,2.71158,284.382,12.9301,77.7202,0.57515
1052,51.8949,-3.43651,268.949,12.9301,77.7198,0.915069
1053,54.5689,2.67398,249.754,12.9299,77.7193,2.02048
1054,58.7443,4.1754,229.884,12.9296,77.7189,2.91004
1055,54.2134,-4.53088,258.603,12.9295,77.7184,2.56391
1056,57.938,3.72458,248.591,12.9293,77.718,3.0478
1057,53.464,-4.47404,207.537,12.9289,77.7177,2.81649
1058,54.8341,1.37009,244.394,12.9287,77.7173,0.218129
1059,53.0034,-1.83066,206.432,12.9282,77.7171,1.04898
1060,53.959,0.955632,232.701,12.928,77.7167,0.1
1061,50.1982,-3.76079,207.481,12.9275,77.7165,0.861746
1062,52.6567,2.45844,221.65,12.9272,77.7162,0.794517
1063,53.0061,0.349395,207.854,12.9268,77.7159,0.1
1064,49.2218,-3.7843,176.843,12.9263,77.716,3.02279
1065,44.848,-4.3738,185.602,12.9259,77.7159,2.6097
1066,45.2709,0.422916,159.443,12.9255,77.7161,0.1
1067,45.6544,0.383487,186.7,12.9251,77.716,0.1
1068,43.7286,-1.92574,165.526,12.9247,77.7161,0.650548
1069,48.0447,4.31603,176.545,12.9243,77.7161,3.76392
1070,45.2907,-2.75399,199.508,12.9239,77.716,1.63587
1071,45.5972,0.306508,189.399,12.9235,77.7159,0.1
1072,42.7529,-2.84433,146.936,12.9232,77.7162,0.976909
1073,41.9792,-0.773688,110.924,12.923,77.7165,0.1
1074,42.6064,0.627233,86.2814,12.9231,77.7169,0.1
1075,40.6275,-1.97897,99.7526,12.923,77.7173,0.29031
1076,36.5584,-4.069,108.63,12.9229,77.7176,0.510747
1077,32.5779,-3.98053,121.67,12.9227,77.7178,1.75648
1078,32.1457,-0.432241,160.138,12.9225,77.7179,0.1
1079,33.4196,1.27394,204.931,12.9222,77.7178,0.847935
1080,35.9635,2.54387,217.659,12.9219,77.7176,0.104769
1081,36.2615,0.298025,227.866,12.9217,77.7174,0.1
1082,38.8591,2.59763,220.986,12.9215,77.7172,1.92692
1083,41.9827,3.12351,205.909,12.9211,77.717,2.50713
1084,43.1251,1.1424,244.417,12.921,77.7167,0.135079
1085,43.1303,0.00525303,271.857,12.921,77.7163,0.1
1086,39.9254,-3.20492,292.133,12.9211,77.7159,1.81411
1087,37.9808,-1.94459,304.709,12.9213,77.7156,0.790035
1088,35.3941,-2.58665,288.021,12.9214,77.7153,1.38161
1089,37.9495,2.55538,266.512,12.9214,77.715,1.68338
1090,42.6412,4.69163,291.174,12.9215,77.7147,1.89159
1091,37.7635,-4.87767,281.269,12.9216,77.7143,0.976773
1092,33.6398,-4.1237,316.526,12.9218,77.7141,2.87251
1093,34.3531,0.713302,288.664,12.9219,77.7138,0.1
1094,36.8559,2.50282,248.248,12.9218,77.7135,1.03563
1095,37.5373,0.681344,252.628,12.9217,77.7132,0.1
1096,38.654,1.11678,240.002,12.9216,77.7129,0.276144
1097,37.7353,-0.918779,240.462,12.9214,77.7126,0.1
1098,41.4797,3.74446,203.301,12.9211,77.7125,1.22621
1099,45.2467,3.767,202.778,12.9207,77.7123,1.77114
1100,47.1501,1.90339,196.341,12.9203,77.7122,0.258182
1101,46.415,-0.735097,223.624,12.92,77.7119,0.1
1102,50.7975,4.38252,238.423,12.9198,77.7115,2.00567
1103,50.4943,-0.303245,209.694,12.9194,77.7113,0.1
1104,50.7853,0.290987,175.449,12.9189,77.7113,0.1
1105,54.0102,3.2249,157.335,12.9185,77.7115,0.726238
1106,56.3124,2.30219,116.723,12.9183,77.712,1.13595
1107,60.3318,4.01939,81.7995,12.9183,77.7125,2.35357
1108,58.3318,-2,121.695,12.9181,77.7129,2.00967
1109,61.2258,2.89406,140.519,12.9176,77.7133,1.87375
1110,61.2258,0,130.138,12.9173,77.7137,1.87375
1111,59.2258,-2,101.998,12.9172,77.7142,0.57283
1112,56.189,-3.03683,102.251,12.9171,77.7147,2.57664
1113,52.8681,-3.32094,135.645,12.9167,77.7151,0.171994
1114,57.8532,4.98514,173.498,12.9162,77.7151,3.32863
1115,61.8823,4.02906,168.868,12.9157,77.7152,2.0356
1116,60.8823,-1,124.744,12.9154,77.7157,0.977184
1117,57.8823,-3,116.677,12.9151,77.7162,1.40442
1118,58.6879,0.805662,107.181,12.915,77.7167,0.1
1119,58.6025,-0.0854397,145.982,12.9146,77.717,0.1
1120,55.0463,-3.55621,174.641,12.914,77.717,2.73642
1121,59.3431,4.29686,208.755,12.9136,77.7168,2.73724
1122,58.0063,-1.33683,221.872,12.9132,77.7164,0.644476
1123,62.8986,4.89232,193.245,12.9127,77.7163,0.249802
1124,60.8986,-2,222.895,12.9123,77.7159,0.52333
1125,57.8986,-3,238.965,12.912,77.7154,1.78332
1126,57.1847,-0.71392,271.523,12.912,77.7149,0.1
1127,60.6948,3.51006,297.13,12.9122,77.7145,2.71544
1128,58.6948,-2,253.236,12.9121,77.7139,1.73369
1129,62.3965,3.70177,235.029,12.9118,77.7135,0.705222
1130,59.3965,-3,195.057,12.9112,77.7134,0.165399
1131,57.3125,-2.08404,215.055,12.9108,77.7131,1.62273
1132,62.238,4.92549,240.908,12.9106,77.7126,1.43761
1133,59.238,-3,264.002,12.9105,77.712,1.81416
1134,63.698,4.46001,293.945,12.9107,77.7115,3.63898
1135,62.698,-1,281.625,12.9108,77.711,0.430493
1136,60.698,-2,239.08,12.9106,77.7105,0.329118
1137,59.698,-1,213.933,12.9101,77.7102,0.987174
1138,57.3303,-2.36766,252.314,12.9099,77.7097,1.05356
1139,53.3534,-3.97695,290.346,12.9101,77.7092,1.0621
1140,57.0065,3.65316,324.496,12.9105,77.7089,1.00602
1141,61.2788,4.27225,297.282,12.9108,77.7085,1.7518
1142,58.2788,-3,322.298,12.9112,77.7081,0.743686
1143,62.2281,3.94936,307.149,12.9115,77.7077,2.22847
1144,59.2281,-3,289.681,12.9117,77.7072,2.39005
1145,57.3601,-1.86804,251.725,12.9115,77.7067,0.324794
1146,58.7237,1.36365,230.922,12.9112,77.7063,1.00501
1147,56.0666,-2.65712,223.126,12.9108,77.7059,1.74822
1148,53.2962,-2.77047,199.932,12.9104,77.7058,1.97086
1149,53.6659,0.36978,234.629,12.9101,77.7054,0.1
1150,54.277,0.611061,209.874,12.9097,77.7051,0.1
1151,50.6584,-3.61863,190.32,12.9092,77.7051,0.478855
1152,50.7489,0.0905281,213.668,12.9088,77.7048,0.1
1153,49.7027,-1.04623,187.246,12.9084,77.7048,0.902073
1154,49.9057,0.203032,150.819,12.908,77.705,0.1
1155,46.017,-3.88868,163.327,12.9076,77.7051,1.60716
1156,46.6089,0.591891,148.246,12.9072,77.7053,0.1
1157,51.4166,4.8077,105.094,12.9071,77.7057,3.74663
1158,52.9671,1.55054,114.07,12.9069,77.7062,0.768744
1159,49.0956,-3.8715,82.3676,12.907,77.7066,2.39124
1160,46.2518,-2.84381,125.647,12.9067,77.707,1.30851
1161,41.9016,-4.3502,152.446,12.9064,77.7072,2.96649
1162,40.0681,-1.83348,161.168,12.906,77.7073,0.847782
1163,41.254,1.18583,122.353,12.9058,77.7076,0.381321
1164,43.9628,2.70886,95.7597,12.9058,77.708,0.460989
1165,41.0838,-2.87899,96.1035,12.9058,77.7083,1.78026
1166,40.5827,-0.501098,138.723,12.9055,77.7086,0.1
1167,42.2724,1.6897,158.522,12.9051,77.7087,0.447799
1168,44.1436,1.87113,144.278,12.9048,77.7089,0.732431
1169,48.4598,4.31625,129.111,12.9046,77.7093,1.7604
1170,49.5495,1.08968,94.297,12.9045,77.7097,0.773209
1171,53.1129,3.56343,90.6631,12.9045,77.7102,2.39581
1172,55.258,2.14504,99.9415,12.9044,77.7106,0.308225
1173,51.1179,-4.14006,135.627,12.9041,77.711,0.697467
1174,55.0105,3.89255,124.626,12.9038,77.7114,2.69784
1175,52.6537,-2.35677,165.062,12.9034,77.7115,0.782031
1176,51.6977,-0.955969,201.746,12.9029,77.7113,0.1
1177,51.7222,0.0244317,161.194,12.9025,77.7115,0.1
1178,53.8657,2.14356,176.86,12.902,77.7115,1.58233
1179,50.9288,-2.93689,149.751,12.9016,77.7117,1.0399
1180,54.8385,3.90966,142.497,12.9012,77.712,0.717664
1181,55.8857,1.0472,98.5952,12.9011,77.7125,0.109224
1182,59.6077,3.72203,57.0998,12.9014,77.713,3.02915
1183,63.6616,4.05389,85.4593,12.9015,77.7135,3.64061
1184,63.6616,0,59.4857,12.9018,77.714,3.64061
1185,60.6616,-3,20.9145,12.9023,77.7142,1.09177
1186,57.6616,-3,15.5555,12.9028,77.7143,2.63084
1187,57.5643,-0.0972824,339.801,12.9033,77.7142,0.1
1188,60.639,3.07465,321.229,12.9037,77.7138,1.18747
1189,60.639,0,351.467,12.9042,77.7137,1.18747
1190,59.639,-1,340.822,12.9047,77.7136,0.118902
1191,63.0056,3.36656,323.482,12.9052,77.7132,1.00185
1192,61.0056,-2,325.026,12.9056,77.7129,2.00864
1193,57.0056,-4,309.92,12.906,77.7125,2.30655
1194,60.8688,3.86326,329.052,12.9064,77.7122,1.72795
1195,56.8688,-4,331.256,12.9069,77.712,2.38488
1196,57.9157,1.04689,357.764,12.9074,77.712,0.321599
1197,55.8253,-2.09043,349.802,12.9079,77.7119,1.61025
1198,59.9699,4.14464,317.191,12.9083,77.7115,2.40969
1199,62.0246,2.05464,340.506,12.9088,77.7113,0.764828
1200,61.0246,-1,312.364,12.9092,77.7109,0.760011
1201,61.0246,0,336.662,12.9097,77.7107,0.760011
1202,61.0246,0,17.4298,12.9102,77.7109,0.760011
1203,61.0246,0,25.4264,12.9107,77.7111,0.760011
1204,57.0246,-4,14.0009,12.9112,77.7112,0.437892
1205,54.0105,-3.01406,329.925,12.9117,77.711,2.564
1206,56.1938,2.18329,7.23804,12.9122,77.7111,0.402658
1207,52.672,-3.52177,334.163,12.9126,77.7108,2.2545
1208,48.2891,-4.38288,319.019,12.9129,77.7105,1.97687
1209,47.7455,-0.543672,276.996,12.913,77.7101,0.1
1210,45.1669,-2.57854,282.794,12.9131,77.7097,1.2434
1211,48.5269,3.35997,277.553,12.9131,77.7093,1.52715
1212,46.4987,-2.02815,307.393,12.9134,77.709,1.0653
1213,50.9679,4.46912,328.442,12.9138,77.7087,1.34715
1214,50.4863,-0.481552,294.909,12.914,77.7083,0.1
1215,53.6939,3.20757,322.701,12.9143,77.708,0.947939
1216,57.843,4.14914,298.89,12.9146,77.7076,0.690024
1217,53.0364,-4.8066,303.323,12.9148,77.7072,3.72286
1218,56.2473,3.21089,262.738,12.9148,77.7067,1.78752
1219,51.3868,-4.8605,227.068,12.9145,77.7063,0.454423
1220,47.987,-3.39985,261.929,12.9144,77.7059,1.02917
1221,45.4362,-2.55075,223.401,12.9141,77.7056,1.9981
1222,42.8072,-2.62904,208.549,12.9137,77.7054,0.443639
1223,44.0425,1.23533,209.169,12.9134,77.7052,0.278873
1224,47.8566,3.81412,193.001,12.913,77.7051,1.99059
1225,47.8628,0.00620058,191.644,12.9126,77.705,0.1
1226,49.8213,1.95845,222.327,12.9123,77.7048,0.938235
1227,54.2969,4.4756,185.26,12.9118,77.7047,1.17828
1228,57.3584,3.06148,224.051,12.9114,77.7044,0.994659
1229,59.2113,1.8529,220.064,12.911,77.704,0.345402
1230,55.1793,-4.03201,231.683,12.9107,77.7036,4.03011
1231,58.7592,3.57992,272.357,12.9107,77.7031,0.279196
1232,54.2771,-4.48206,260.98,12.9106,77.7026,0.612761
1233,58.4653,4.18814,296.988,12.9109,77.7022,4.03091
1234,57.7597,-0.705524,315.153,12.9112,77.7018,0.1
1235,53.4611,-4.29863,273.891,12.9113,77.7013,3.72109
1236,56.1122,2.65107,312.502,12.9116,77.7009,1.16106
1237,54.8765,-1.23563,335.559,12.9121,77.7007,0.508429
1238,50.6351,-4.24144,332.937,12.9125,77.7005,1.61086
1239,52.7566,2.12145,346.797,12.9129,77.7004,1.00214
1240,51.0446,-1.71199,304.318,12.9132,77.7,0.849033
1241,47.8652,-3.17936,315.696,12.9135,77.6997,2.30006
1242,52.01,4.14483,285.862,12.9136,77.6993,3.97115
1243,55.0693,3.05923,297.12,12.9139,77.6988,0.401591
1244,56.5941,1.52483,322.927,12.9143,77.6985,0.282596
1245,58.469,1.87492,345.792,12.9148,77.6984,0.156233
1246,59.8297,1.36066,345.998,12.9153,77.6983,0.526393
1247,64.633,4.80331,356.477,12.9158,77.6983,0.573586
1248,62.633,-2,14.4054,12.9164,77.6984,1.44315
1249,59.633,-3,330.996,12.9169,77.6981,0.76887
1250,63.2052,3.57217,347.141,12.9174,77.698,0.92198
1251,62.2052,-1,334.779,12.9179,77.6978,0.856843
1252,58.2052,-4,8.20154,12.9185,77.6978,3.13539
1253,58.3098,0.104609,10.4257,12.919,77.6979,0.1
1254,55.1615,-3.14831,328.607,12.9194,77.6977,3.08442
1255,56.9399,1.77843,324.392,12.9198,77.6974,0.674922
1256,56.8768,-0.0631167,307.657,12.9201,77.697,0.1
1257,59.2841,2.40737,331.378,12.9206,77.6967,0.501917
1258,55.3625,-3.9216,326.169,12.921,77.6964,2.19735
1259,52.5287,-2.83388,301.676,12.9213,77.696,0.28975
1260,54.6362,2.10756,320.859,12.9216,77.6957,1.49649
1261,50.1252,-4.51102,359.033,12.9221,77.6957,0.83852
1262,51.8078,1.68258,4.33429,12.9226,77.6957,0.591096
1263,47.5458,-4.26196,328.565,12.9229,77.6955,0.542051
1264,43.8366,-3.70921,358.043,12.9234,77.6955,1.04226
1265,42.0357,-1.80087,324.769,12.9237,77.6953,1.04434
1266,44.2769,2.24111,298.476,12.9239,77.6949,2.06703
1267,47.4424,3.16555,260.969,12.9238,77.6945,2.71332
1268,50.9023,3.4599,235.876,12.9235,77.6942,2.66921
1269,55.865,4.9627,214.079,12.9231,77.6939,0.647133
1270,57.8439,1.97886,184.401,12.9226,77.6939,0.355548
1271,57.2564,-0.587425,165.933,12.9221,77.694,0.1
1272,59.5435,2.28702,139.692,12.9217,77.6943,1.27572
1273,60.451,0.907503,159.851,12.9212,77.6945,0.1
1274,57.451,-3,141.771,12.9208,77.6948,0.124759
1275,57.5456,0.094656,156.024,12.9203,77.695,0.1
1276,53.6329,-3.91267,169.924,12.9199,77.6951,1.4081
1277,54.2033,0.570312,179.52,12.9194,77.6951,0.1
1278,50.371,-3.83228,147.089,12.919,77.6954,0.198071
1279,55.221,4.85007,136.337,12.9186,77.6957,1.02071
1280,50.2895,-4.93159,145.667,12.9182,77.696,1.64472
1281,47.0267,-3.26279,152.769,12.9179,77.6962,1.0274
1282,48.9612,1.93455,164.961,12.9174,77.6963,0.795619
1283,49.6303,0.669124,131.371,12.9171,77.6966,0.1
1284,46.0057,-3.62462,116.074,12.917,77.697,0.172951
1285,50.9753,4.9696,108.1,12.9168,77.6974,1.64019
1286,55.456,4.48065,92.5642,12.9168,77.6979,2.79557
1287,53.6976,-1.75833,81.1087,12.9169,77.6984,0.579392
1288,56.3462,2.64852,91.7603,12.9169,77.6989,0.394783
1289,54.3894,-1.95676,50.7034,12.9172,77.6993,0.65813
1290,52.2607,-2.12867,70.3898,12.9173,77.6997,1.41184
1291,49.8909,-2.36984,94.264,12.9173,77.7002,1.55052
1292,47.8452,-2.04573,82.1425,12.9174,77.7006,0.151927
1293,45.9613,-1.88386,120.043,12.9171,77.701,1.03064
1294,44.6511,-1.3102,89.1063,12.9172,77.7014,0.509607
1295,47.0111,2.36,76.2857,12.9173,77.7018,0.269785
1296,50.9851,3.97404,105.83,12.9171,77.7022,0.641079
1297,51.4474,0.462241,139.055,12.9168,77.7025,0.1
1298,50.3723,-1.07504,129.619,12.9165,77.7029,0.815863
1299,52.1224,1.75005,106.461,12.9164,77.7033,1.05808
1300,54.0907,1.96828,94.7246,12.9163,77.7038,0.865138
1301,53.2304,-0.860221,86.5737,12.9164,77.7043,0.1
1302,50.0458,-3.18461,88.9752,12.9164,77.7047,2.94725
1303,54.7158,4.66992,89.46,12.9164,77.7052,2.55046
1304,56.775,2.05921,78.1332,12.9165,77.7057,0.732894
1305,58.207,1.43201,64.3518,12.9167,77.7062,0.920986
1306,54.8211,-3.3859,75.5537,12.9168,77.7066,2.94638
1307,59.6258,4.80472,84.8888,12.9169,77.7072,2.44128
1308,63.1448,3.51895,88.9011,12.9169,77.7077,2.27131
1309,60.1448,-3,102.831,12.9168,77.7082,0.391577
1310,59.1448,-1,84.405,12.9168,77.7088,0.680927
1311,59.6536,0.508835,67.6253,12.917,77.7093,0.1
1312,56.7099,-2.94367,73.9664,12.9172,77.7098,0.199876
1313,59.2745,2.56459,63.9984,12.9174,77.7102,0.212798
1314,54.8956,-4.37888,56.1638,12.9177,77.7107,3.72463
1315,49.9986,-4.89704,37.7129,12.918,77.711,1.95637
1316,52.2646,2.26603,13.5639,12.9185,77.7111,1.01508
1317,50.1335,-2.13117,54.4001,12.9188,77.7114,1.00305
1318,49.8566,-0.27687,37.8539,12.9191,77.7117,0.1
1319,52.0341,2.17749,37.5259,12.9195,77.712,0.995353
1320,50.1506,-1.88347,29.3582,12.9199,77.7122,0.642646
1321,54.9548,4.80422,21.9481,12.9203,77.7124,1.87263
1322,54.5146,-0.440221,14.6318,12.9208,77.7125,0.1
1323,50.5458,-3.96877,16.7823,12.9212,77.7127,2.72842
1324,47.1996,-3.3462,42.222,12.9216,77.713,1.84814
1325,47.7225,0.522897,36.4329,12.9219,77.7132,0.1
1326,50.386,2.66349,59.6104,12.9221,77.7136,0.294821
1327,49.607,-0.779014,61.7537,12.9223,77.714,0.1
1328,53.8844,4.27735,73.9503,12.9225,77.7144,0.927233
1329,52.8194,-1.06499,36.6152,12.9229,77.7147,0.737418
1330,52.7777,-0.0417064,37.5452,12.9232,77.715,0.1
1331,56.3151,3.53743,43.0061,12.9236,77.7153,0.911969
1332,54.9354,-1.37969,6.63868,12.9241,77.7154,0.711877
1333,59.1775,4.24213,353.989,12.9246,77.7153,3.03675
1334,60.371,1.19342,310.245,12.9249,77.7149,0.602069
1335,59.371,-1,340.286,12.9254,77.7147,1.04676
1336,55.7402,-3.63071,337.201,12.9259,77.7145,0.983838
1337,51.1082,-4.63205,11.1759,12.9264,77.7146,0.762523
